期号,开奖时间,开奖结果,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,红球,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,绿球,,,,,,,,,,,
2019029,2019-03-16(六),1,,,4,,,,,,,,,,,,,,18,,,,,,24,,,,28,,,,,,,,,2,3,,,,,,,,,
2019030,2019-03-18(一),,,,,,,7,,9,,,,13,14,,,,,,,,,,,,,,,,,,,33,,,,2,,4,,,,,,,,
2019031,2019-03-20(三),,,3,,,,,8,,,,,,,,,,,,,21,,,,,26,,,,,,,33,,,,,,4,5,,,,,,,
2019032,2019-03-23(六),1,,,4,,,7,,,,11,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,7,8,,,,
2019033,2019-03-25(一),1,2,,4,,,,,,,,,,,,16,,,,,,,,24,,,,,,,,,,,,,,,,,,7,,9,,,
2019034,2019-03-27(三),,,,,,,,8,,,,12,,,15,,,,,,,,,,,,27,,,30,,,,,,1,2,,,,,,,,,,
2019035,2019-03-30(六),1,,3,,5,,7,,,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,8,9,,,
2019036,2019-04-01(一),,,3,,,,,,9,,,,,,,,,,,,21,,,,,,,28,,30,,,,,,1,,,,,,,,,,,12
2019037,2019-04-03(三),,,,,,6,,,,,,,,,,16,,,,,,,,,,26,,,,,,,33,,35,,,,4,,,,8,,,,
2019038,2019-04-06(六),,,,,5,,,,,,11,,,,,16,,18,,,,,,,,,27,,,,,,,,,,,,,,,7,,,,,12
2019039,2019-04-08(一),1,,,,,,,,,,,12,,,,,,18,,,,,,,,26,,,,,,,,,35,,,,,,6,,,,,,12
2019040,2019-04-10(三),1,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,32,,34,,1,,3,,,,,,,,,
2019041,2019-04-13(六),,,,,,,,,,,,12,,,,,,,19,20,,22,,,,,,28,,,,,,,,,2,,,,6,,,,,,
2019042,2019-04-15(一),,,,4,,,,,,10,,,13,,,,,,,,,,,,,,,28,,,,,33,,,,,,,,,,,,,11,12
2019043,2019-04-17(三),,2,,,,6,7,,,,,12,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,,12
2019044,2019-04-20(六),,,3,,,6,,,,10,,12,,,,,,,,,,,,,,,,,,,31,,,,,1,2,,,,,,,,,,
2019045,2019-04-22(一),1,,,4,,,,,,,,,,,,16,,,19,,,,,,,,,,,,,,33,,,,,3,,,,,,,,,12
2019046,2019-04-24(三),,2,,,,,,8,,,,,,14,15,,,,,,,,,,,,,,,,,,,,35,,,,,,,,,,10,,12
2019047,2019-04-27(六),,,3,4,,,,,,10,,,,,,16,,,,,,,,,,,,,,,,32,,,,,,,4,,,,,9,,,
2019048,2019-04-29(一),,,,,,6,,,,10,,,,,,16,,,,,,,,,,,,,29,,,,33,,,,,,,5,,,,,,11,
2019049,2019-05-01(三),,,,,,,,,,10,,,,,,16,,,,,,22,,,,26,27,,,,,,,,,,,,,,,7,,,,11,
2019050,2019-05-04(六),,,,4,,,,,,,,,,,15,16,,,,20,,,,,,,,,,,,,,,35,,,3,,,,,,,,,12
2019051,2019-05-06(一),,,,,,,,,,,11,,,,15,16,,,,20,,,,,,,,,29,,,,,,,,,,4,,,,8,,,,
2019052,2019-05-08(三),,,,4,,,,,,10,,,,,15,,,,,20,,,,24,,,,,,,,,,,,,,,,,,7,,,,11,
2019053,2019-05-11(六),1,,,,,,,,,,11,,,,,,,,19,,,,,,,26,,,,,,,,,35,,,,,,,,,,,11,12
2019054,2019-05-13(一),,2,,,,,,,,,,,,,,,,18,,,,,23,,,,27,,,30,,,,,,,,,,5,,,,,10,,
2019055,2019-05-15(三),,2,,4,,6,,,,,,,,,,,,,19,,,22,,,,,,,,,,,,,,,2,,,,6,,,,,,
2019056,2019-05-18(六),1,,,,,,7,,,10,,12,,,,,,,,,,,23,,,,,,,,,,,,,,,,,,6,,8,,,,
2019057,2019-05-20(一),,,,,,,,8,,,,,,14,,16,,,,,,,,,,,,,,,,,,34,35,,,,,,6,,,,,,12
2019058,2019-05-22(三),,,3,,,,,,,10,,,13,14,,,,,,,,,,,,,,,,,,32,,,,,,,,,,7,,,,11,
2019059,2019-05-25(六),,,,,,,7,8,,,,,,,15,,,,,,,,,,,,27,,,,,32,,,,,,,,,,,8,,,,12
2019060,2019-05-27(一),1,,,,,,,,,,11,12,,,,,,18,,,21,,,,,,,,,,,,,,,,,,,,,,8,,10,,
2019061,2019-05-29(三),1,2,,,,,,,,,,,13,14,,,,,,,,,,,,26,,,,,,,,,,,,,,5,,,,,,11,
2019062,2019-06-01(六),,,,,5,,,,,,,,,,,16,,,,,,,23,,25,,,28,,,,,,,,1,,,,,,,,,,,12
2019063,2019-06-03(一),,,,,5,,,8,,,,,,,15,,,18,,,21,,,,,,,,,,,,,,,,,,4,,,,8,,,,
2019064,2019-06-05(三),,,,,,,7,8,,,,,13,,,,,,19,,,,,,,,,,29,,,,,,,,,,,,,,,,,11,12
2019065,2019-06-08(六),,,3,,,,,8,,10,,,,,,,,,,,,,23,,,,27,,,,,,,,,,2,,,,,,,,,,12
2019066,2019-06-10(一),,,,4,,,,,,10,11,,,,,,,18,,,,,,,,,,,,,31,,,,,,,,,5,,,8,,,,
2019067,2019-06-12(三),,,3,,,,,8,,,11,,,,15,16,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,10,,
2019068,2019-06-15(六),,,,4,5,,,8,,,,,,,,,17,,,,,,,,,,27,,,,,,,,,,,,,,6,,,,,11,
2019069,2019-06-17(一),,,,,,,,8,,,,,,,,,,,,,,22,23,,,,,,,,,,33,34,,,,,4,,6,,,,,,
2019070,2019-06-19(三),,2,,,,,,,,,,,13,,15,,,,,,,22,,,,,,,,,,,,34,,,2,,,,,,,,,,12
2019071,2019-06-22(六),,,,,,,7,,,,,,13,14,15,,,,,,,22,,,,,,,,,,,,,,,,,,,,7,,,,11,
2019072,2019-06-24(一),,2,,4,,6,,,9,,,,,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,7,,,10,,
2019073,2019-06-26(三),,,,4,,,,,,,11,,,,,,,,19,20,,,,24,,,,,,,,,,,,,,,,,,,8,,,11,
2019074,2019-06-29(六),,,,,,,,8,9,,,,13,14,,,,,,,,,,,,,,,,,,,,34,,,,,,5,,7,,,,,
2019075,2019-07-01(一),,,,,5,6,7,,,,11,,,,,16,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,11,
2019076,2019-07-03(三),1,,,,,6,,,,,11,,,,,,,,,,,,23,,,,,,29,,,,,,,1,,,,,,,,,,11,
2019077,2019-07-06(六),1,,,,,,,,,,,,,,15,,17,,,,21,,,,,,,,,,,,33,,,,,,,,,7,,,10,,
2019078,2019-07-08(一),,,,,5,,,,,10,,,,,,,,,,,21,,,,,26,,,,30,,,,,,1,,,,,,7,,,,,
2019079,2019-07-10(三),,,,,,,,,,10,,,13,,,16,,,,,,,,,,,,28,,,,,,,35,,,,4,5,,,,,,,
2019080,2019-07-13(六),,,,,5,,,,,,,,13,,,,,18,19,,,,,24,,,,,,,,,,,,,2,,,,,7,,,,,
2019081,2019-07-15(一),,,,,,6,,,,,,,,,,,,,,,,,,24,,26,,,,30,,,33,,,,2,,,,,7,,,,,
2019082,2019-07-17(三),,,,,,6,,,,,,,,,,,,18,,20,21,,,,,,,,,,31,,,,,,,3,4,,,,,,,,
2019083,2019-07-20(六),,,,,,,,,,,,,,,,,17,,,,,,,24,,26,,28,,,,32,,,,,,,,,,7,,9,,,
2019084,2019-07-22(一),,,,,,,,,,,,12,,,,,,,,,,,23,,25,,,,,,,,,34,35,1,,,,,,7,,,,,
2019085,2019-07-24(三),,,,4,5,6,,,,,,,,,15,,,,,,,,,,,26,,,,,,,,,,,,,,,,,8,,,11,
2019086,2019-07-27(六),,,,,5,,,,,,,,,,15,16,,,,,,,,,,,,28,,,31,,,,,,2,,,,,7,,,,,
2019087,2019-07-29(一),,,,,5,6,,,,,,,,,,,,18,19,,,,,,,,27,,,,,,,,,,,,,,,7,,,,,12
2019088,2019-07-31(三),1,,,,5,,,,,,,,,,,,,18,,,,,,,,,27,,,,,,33,,,,,,,,6,,8,,,,
2019089,2019-08-03(六),,,,,,,,,9,,,,,14,,,,18,,,,,,,,,,,,,,,33,34,,,,3,,,,,,,,,12
2019090,2019-08-05(一),,,,,,,,,,,,,13,,,,,,19,,,,,,,,,28,,30,,,33,,,,2,,,,,,,,,,12
2019091,2019-08-07(三),,,,4,,,,,,,,,13,,,,,,,20,,,,,,26,,28,,,,,,,,,,3,,,,,,,,,12
2019092,2019-08-10(六),,2,,,,,,,,,11,,,,15,,,,,,,,,,,,27,,,30,,,,,,,2,,,5,,,,,,,
2019093,2019-08-12(一),,,,,,,,,,,,,,,,16,17,,,,,,,,,26,,,29,,,,,,35,1,,,,,,7,,,,,
2019094,2019-08-14(三),1,,,,,,,,,,,12,,14,,,,,,,,,,,,26,27,,,,,,,,,,,,,,,7,,9,,,
2019095,2019-08-17(六),,,3,,,,,,,,,12,,,,,17,,19,,,,,,,,,,,,31,,,,,,2,,,,6,,,,,,
2019096,2019-08-19(一),,2,,,,,,,,,,12,,,,,,,,,,22,23,,,,27,,,,,,,,,,2,,,,6,,,,,,
2019097,2019-08-21(三),,,,,,,,,,10,,,,,,,17,,,20,,,,,,,,,,30,,,,,35,,,,,,,,,,10,,12
2019098,2019-08-24(六),,,,,,,,,,,,,13,,15,,17,,19,,,22,,,,,,,,,,,,,,,,3,4,,,,,,,,
2019099,2019-08-26(一),,,,4,,6,,,,,,,,,,,,18,,,,,,,,,27,,,,,,33,,,,,,,,,7,,9,,,
2019100,2019-08-28(三),,,,,5,,,8,,,,12,,,,,,,19,,21,,,,,,,,,,,,,,,,,,,,6,,,,,11,
2019101,2019-08-31(六),,,,,5,,,,,,11,,,,,,,18,19,,,,,,,,27,,,,,,,,,,,,,5,6,,,,,,
2019102,2019-09-02(一),,,,,5,,,,,10,,,,,15,,,,19,,,,,,,,,,,,31,,,,,,,3,,,6,,,,,,
2019103,2019-09-04(三),,,,,5,,,,,,,12,,,,,,,,,,22,,,,,27,,,,,32,,,,,,,4,,,7,,,,,
2019104,2019-09-07(六),,2,,,,,7,,,,,,,,,,,,19,,,22,,,,,,28,,,,,,,,,,3,,5,,,,,,,
2019105,2019-09-09(一),1,,,4,,,,,9,,,,,14,,,17,,,,,,,,,,,,,,,,,,,1,,,,,6,,,,,,
2019106,2019-09-11(三),,,,,5,,,8,,10,,,,,,,,,,,,,,,,,,,,,,32,,,35,,2,,,,,,,,10,,
2019107,2019-09-14(六),,,,,5,,,,9,,,,,,,,,,19,,,,,,,,27,,,,,,,,35,,2,3,,,,,,,,,
2019108,2019-09-16(一),,,,,,,,,,,,,,,,,,,,,,,,24,,,27,28,,,31,,,34,,,,,4,,,,8,,,,
2019109,2019-09-18(三),,2,,,,,7,8,,,,,,,,,,,,20,,,,,25,,,,,,,,,,,,,,,,,,,,,11,12
2019110,2019-09-21(六),1,,,,,,,,,,,,,,,,,,19,,,,23,24,,,,,,30,,,,,,,,,4,5,,,,,,,
2019111,2019-09-23(一),,,,,,6,,,,,,,,,15,,,,,20,,,23,,,,27,,,,,,,,,,,,,,,,8,,10,,
2019112,2019-09-25(三),,,3,,,,,,,10,,,,,,16,,,,,21,,,,,,,,,,,,33,,,,,,,5,6,,,,,,
2019113,2019-09-28(六),,,3,,,,,,,,11,,,,,,,,,,,,,,,,27,,,,,,,34,35,1,2,,,,,,,,,,
2019114,2019-09-30(一),,,3,,5,,7,,,,,,,,,,,,,20,,,23,,,,,,,,,,,,,,,,4,,,,,,,11,
2019115,2019-10-09(三),1,,,,,,,,,,,,,,,,,18,,,21,,,,,,,28,,,,32,,,,,,,,5,,,,,,,12
2019116,2019-10-12(六),,2,,,,,,,,10,,,,,,16,,,,,21,,23,,,,,,,,,,,,,,2,,,,,,,,,,12
2019117,2019-10-14(一),1,,,,,,,,,,,,,,,,,18,,,21,,,,25,,,,,,,,,,35,,,,,,,7,8,,,,
2019118,2019-10-16(三),,2,3,,,,,,,,,,13,,,,,,19,,,,,,,26,,,,,,,,,,,2,3,,,,,,,,,
2019119,2019-10-19(六),,,3,,,6,,,9,,,,,,,,,,,,,,23,,,,,,,,,,,34,,,2,,,,,,,,,11,
2019120,2019-10-21(一),,,,,,6,,,,,,,,,15,,17,,,,,22,,,25,,,,,,,,,,,1,,,,,,,,9,,,
2019121,2019-10-23(三),1,2,3,,,,7,,,,,,,,,,17,,,,,,,,,,,,,,,,,,,,,,4,,,,,,10,,
2019122,2019-10-26(六),,,,,5,,,,,,,,,,,,,,19,,,,,,25,,,,,,31,,33,,,,,,,,,,,,10,11,
2019123,2019-10-28(一),,,3,,,,,,,,,,13,,15,,,,,,,,,,,26,,,,30,,,,,,,,,,5,,,,,,,12
2019124,2019-10-30(三),,,,,,,7,,,,,,,,,,17,,,,,,,,,26,27,,,30,,,,,,,,,,,6,,,,,,12
2019125,2019-11-02(六),,,,,5,,,8,9,,,,,14,,,,,,,,,,,,,,,,,,,,34,,,2,,,5,,,,,,,
2019126,2019-11-04(一),,,,,5,,,,9,,,,,,,16,,18,,,,,,,,,,,,30,,,,,,,,,4,,,7,,,,,
2019127,2019-11-06(三),,,,4,,,7,8,,,11,,,,,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,11,
2019128,2019-11-09(六),,,,,,,,,,,,,,,,,,,,20,21,,,,25,,,,,,,,,34,35,,,3,,,,,,,,,12
2019129,2019-11-11(一),,,,,,,,,,10,,,13,,,,,18,,,,,23,,,,,,,30,,,,,,,,,,,6,,,,,,12
2019130,2019-11-13(三),1,,,,,,,,,,,,13,,,,,,,20,21,,,,,26,,,,,,,,,,,,,4,,,,,,10,,
2019131,2019-11-16(六),,,,,5,6,,,,,,,,14,,,,,,,,,,,,,27,,29,,,,,,,,,,,,6,,,,10,,
2019132,2019-11-18(一),,,3,,5,6,,,,,,,13,,,,,18,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,12
2019133,2019-11-20(三),,,3,,,,,,,,,12,,,,,,,,,,,,24,,,27,,,,,,,34,,1,,,,,,,,,,,12
2019134,2019-11-23(六),,,,,5,6,7,,,,,,,14,,,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,11,
2019135,2019-11-25(一),,,,4,5,,,,,,,,,,,,,,19,,,,,,25,26,,,,,,,,,,1,,,,,,,,,,11,
2019136,2019-11-27(三),,,3,,,,,,,,,,,,,16,,,,20,,,,,,26,,,29,,,,,,,,,3,,,,,,9,,,
2019137,2019-11-30(六),,,3,,5,,,,,,,12,13,,,,,,,,,,,,,26,,,,,,,,,,,,,,,,7,,,,,12
2019138,2019-12-02(一),,,,4,,6,7,,,,,,,,,,,,,20,,,,,,,,,29,,,,,,,,2,,4,,,,,,,,
2019139,2019-12-04(三),1,,,,5,,7,8,,,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,10,,
2019140,2019-12-07(六),,,3,,,,7,8,,,,,,,,,,,,,,,,,25,,27,,,,,,,,,,,3,,5,,,,,,,
2019141,2019-12-09(一),,2,,,,,,,,10,,,,,,,,,,20,21,,,,,,,,,,,,,,35,1,,,,,,,,,,,12
2019142,2019-12-11(三),,,3,4,,,,,,,,,,,,,,,,,,,,,,26,,,29,,,,33,,,,,,,,6,7,,,,,
2019143,2019-12-14(六),,,,4,,,,,,,,,,,,,,,,,,22,23,24,,,,,,,,32,,,,,,,,,6,,,,,,12
2019144,2019-12-16(一),,2,,,5,,,,,,,,,,,,,,,20,,,,,,,,28,,,31,,,,,,2,,,,,,,,,11,
2019145,2019-12-18(三),,,,,5,,,,9,,,,,,,,,,19,,,22,,,,,,,,,,32,,,,,,3,,5,,,,,,,
2019146,2019-12-21(六),,,,,,,,,,10,11,,,,,,,,,,,,,,,26,,,,,,,33,34,,1,,,,,6,,,,,,
2019147,2019-12-23(一),,,,,,,,,9,,,12,,,,,,,19,,,22,,,,,,,,,,,33,,,,,,,,,7,8,,,,
2019148,2019-12-25(三),,,3,4,,,7,,,,11,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,8,9,,,
2019149,2019-12-28(六),1,2,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,,,33,,35,,,,,,6,,,,10,,
2019150,2019-12-30(一),,,,,,,7,,,,11,12,,,,16,,,,,,,,,,,,,,,,,33,,,,,,,5,,7,,,,,
2020001,2020-01-01(三),,,,,,,,,,,,,,,,,17,,,,,,,,25,26,,,,,,32,,34,,,,,4,,,7,,,,,
2020002,2020-01-04(六),,,3,,,,7,,,,,,,,,,,18,,,,,,,25,,,,,30,,,,,,,2,,,,,7,,,,,
2020003,2020-01-06(一),,,,,,,,,,,,,,,,,,,,,,,23,,25,26,,,,30,,,,34,,,,3,,,,7,,,,,
2020004,2020-01-08(三),,,,,,,,,,,,,,,,,17,,,20,21,,,,,,,,29,30,,,,,,,,,,5,,,,9,,,
2020005,2020-01-11(六),,,,,,6,,,,10,,,,,,,,,,,,,,,,,,,,,,,33,34,35,1,,3,,,,,,,,,
2020006,2020-01-13(一),,,,,,,,,9,,,,,,,,,,,,,22,,,25,,,,,,31,32,,,,,,,,,,,8,,,,12
2020007,2020-01-15(三),,2,,,,,,,,10,,,,,,,,,19,,,,,24,,,,,,30,,,,,,,,,,5,,,8,,,,
2020008,2020-01-18(六),,,,,,,,,,,,,,14,,,17,,19,,,,,24,,,,,,,,32,,,,1,,,,,6,,,,,,
2020009,2020-01-20(一),,,,,,,,,,,,,,,,,,,19,,,,,,,,,,29,,31,,,34,35,,,,,,6,,,,10,,
2020010,2020-03-14(六),1,,,,,,,8,,,,,13,,,,,,,,,,,24,,,,,,,,32,,,,,2,,,,,,,9,,,
2020011,2020-03-16(一),,2,,,,,,,,,,,13,,,,,,19,,,22,23,,,,,,,,,,,,,,2,,,,,7,,,,,
2020012,2020-03-18(三),1,,,,,6,,,,,,,,,,,,18,,,,,,,,,,,,,,32,,34,,1,,3,,,,,,,,,
2020013,2020-03-21(六),1,,,4,5,,,,,,11,,,,,,,,,,,,,,,,,,,,,,,,35,,,3,,,,,,9,,,
2020014,2020-03-23(一),,,3,,,,7,,9,,,,,,,,17,,,,21,,,,,,,,,,,,,,,,,3,,,6,,,,,,
2020015,2020-03-25(三),1,,,,,,7,,,,,,,,,,,,,,,,23,24,,26,,,,,,,,,,,,3,,,,7,,,,,
2020016,2020-03-28(六),,,,4,,,,8,,,,,,,,,,,19,,,,,,,,,,,,31,,,,35,1,2,,,,,,,,,,
2020017,2020-03-30(一),1,,,,,6,7,,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,11,
2020018,2020-04-01(三),,,,,,,,,9,,,,,14,,16,,,,,,,,24,,26,,,,,,,,,,,,,4,,,,,,,,12
2020019,2020-04-04(六),1,,,,,,,,,,,12,,,,,,,,,,22,23,,,,,,,,,,33,,,1,,,,,,,,,,,12
2020020,2020-04-06(一),,,,,,,,8,,10,,12,,,,,,,,,,,,,,26,,,,,,32,,,,,,,,5,,,,9,,,
2020021,2020-04-08(三),,,,,,,,,,10,,12,,,,,,,,,,,,24,,,,,,,31,,33,,,,,,4,,,,,9,,,
2020022,2020-04-11(六),,,,4,,,,,,,,,,14,,,,,,20,,,,,,,,28,,,,,,,35,,2,3,,,,,,,,,
2020023,2020-04-13(一),,,,4,,,,,,,11,,,,,,,,,,,,23,,,26,,,,30,,,,,,1,,,,,6,,,,,,
2020024,2020-04-15(三),,,3,,5,6,,,,,,,,,,,,,,,,,,24,,,,,,30,,,,,,,,3,,,,7,,,,,
2020025,2020-04-18(六),,2,,,,,,,,,,,,14,,,,,,,21,22,,,,26,,,,,,,,,,,,,,5,,7,,,,,
2020026,2020-04-20(一),,,3,,,,,,,,,,,,15,,,,,,,,,,,26,,,,,,32,,34,,,,,,,,,8,,,,12
2020027,2020-04-22(三),,,,4,,,7,,,,,,,,,,,,,20,,,,,25,,,,,,,32,,,,,,3,,,,,,9,,,
2020028,2020-04-25(六),,,,4,5,,,,,,,,,,,,,,,,,,,,,,,28,,,,,,34,35,1,,,,,,,8,,,,
2020029,2020-04-27(一),,,,,,,,,,,11,,,14,,,17,,,,,22,,,,,,,,30,,,,,,,,,,,,7,,9,,,
2020030,2020-04-29(三),1,,,,,,,8,,,,,,,,,17,,,,,,,,,,27,,,30,,,,,,,,,,5,6,,,,,,
2020031,2020-05-02(六),1,2,,,5,,,,,,,,,,15,,,,,,21,,,,,,,,,,,,,,,,,,4,5,,,,,,,
2020032,2020-05-04(一),,2,3,,,,,,9,,,,,,,16,,,,,,,,,,,,,,,,32,,,,,,3,4,,,,,,,,
2020033,2020-05-06(三),,,,,,,7,,,,,,,,,,,,19,20,,,,,,,,,,,31,,,34,,,,,,5,,,8,,,,
2020034,2020-05-09(六),,,,,,,,,,,11,,13,,,,,,,20,,,,,,,27,,,,31,,,,,,2,,4,,,,,,,,
2020035,2020-05-11(一),,,,,,,,,,10,11,,,,,,,,,,,22,,,,26,,28,,,,,,,,,2,,4,,,,,,,,
2020036,2020-05-13(三),1,,,,5,,,,,,11,12,,,,,,,,,,,,,,26,,,,,,,,,,,2,,,,,7,,,,,
2020037,2020-05-16(六),1,,,4,,,,,,10,11,,,14,,,,,,,,,,,,,,,,,,,,,,,2,,,5,,,,,,,
2020038,2020-05-18(一),,,,4,,,,,,,,,,,15,,,,,20,,22,,24,,,,,,,,,,,,1,,,,,,,,9,,,
2020039,2020-05-20(三),1,,,,5,,,,,,,,,,15,,,,,,,22,,,,,,,,,31,,,,,,2,,,,,,,9,,,
2020040,2020-05-23(六),,2,,,,,,,,,,,,,,,17,,,20,,,,,,,,28,29,,,,,,,1,,,,,,7,,,,,
2020041,2020-05-25(一),,,,,,,7,,,,,,13,,,,,,,20,,,,,,,,,29,,,,,34,,,,,4,,,7,,,,,
2020042,2020-05-27(三),,,3,4,5,,,,,,11,,,,,,,,,,,22,,,,,,,,,,,,,,,,,,5,6,,,,,,
2020043,2020-05-30(六),,,,,,,,,,,,12,13,,,,17,,,,,,,,,,,,,,31,32,,,,1,,,,,6,,,,,,
2020044,2020-06-01(一),1,,3,,,,,,,,,,,,,,,,,,,22,,,,,,28,,30,,,,,,,2,,,5,,,,,,,
2020045,2020-06-03(三),,2,,,,,,,9,,,,,,,16,,,,,,,23,,,,27,,,,,,,,,,,3,,,,,8,,,,
2020046,2020-06-06(六),,,,,,,,,,,,,,,15,,,,,,,,,24,,,27,,,30,,,,34,,,,,4,,,,,,,,12
2020047,2020-06-08(一),,,,4,,,,,,,,,,,,,,18,,,,,,,,,27,28,,30,,,,,,,,3,,,,,,,10,,
2020048,2020-06-10(三),,,3,,,,,,9,10,,,,,15,16,,,,,,,,,,,,,,,,,,,,,,,,,,7,,9,,,
2020049,2020-06-13(六),,,3,,,,,,,,11,,,,15,,,,,,,22,,,,,,,,30,,,,,,,,,,,,,8,,10,,
2020050,2020-06-15(一),,,3,,,,,,,,,,,14,,16,,,,,,22,,,,,,,,,,,,34,,,2,,,,6,,,,,,
2020051,2020-06-17(三),,2,,,,,7,,9,,,,,,,,,,19,,,,,,,,,,,,,,33,,,1,,,,,,7,,,,,
2020052,2020-06-20(六),,,,,,,,,9,,11,,,,,,,,,,,,,,,26,,28,,,,,,,35,,,,,,6,7,,,,,
2020053,2020-06-22(一),,2,,,,,,,,,,,,,15,,,18,,,21,,,,,,27,,,,,,,,,,,3,,,6,,,,,,
2020054,2020-06-24(三),,,,,,,,,,,11,,,14,15,,,,19,20,,,,,,,,,,,,,,,,,,3,,,,7,,,,,
2020055,2020-06-27(六),,,3,4,,,,,,,,12,,,,,,18,,,,,,,,,,,,,,,,34,,,,,,,,,,,10,,12
2020056,2020-06-29(一),,,3,,,,,,,,11,,,,,,,,,,,,,,25,,,,29,,,,,34,,,,3,,,6,,,,,,
2020057,2020-07-01(三),,,,,,,,,,,,,,,,,17,,,20,21,22,,,,,,,,,31,,,,,,2,,,,,,8,,,,
2020058,2020-07-04(六),1,,,,,,,,,,,,,,15,,,,19,,,,,,,26,27,,,,,,,,,,,,,5,,,,,10,,
2020059,2020-07-06(一),1,,,,,,,,,,,,,,15,,,,,,,22,,,,,,28,,,,32,,,,,,3,,,,,,,,11,
2020060,2020-07-08(三),,,,,,,,,,,,12,,14,,,,,,,,,,,25,,,,,,,,,34,35,,,3,,,,,,,,,12
2020061,2020-07-11(六),,,,,,,7,8,,,,12,,,,,,,,,21,,,,,26,,,,,,,,,,1,,,,,6,,,,,,
2020062,2020-07-13(一),1,,,,5,,,,,,,,,14,,,,,,,,,23,,,,,,,,31,,,,,,2,,,,,7,,,,,
2020063,2020-07-15(三),,,,,,,,,,,11,,,,,,,18,,20,21,,,,,,,,,,,,33,,,,,,,,6,7,,,,,
2020064,2020-07-18(六),,,,,5,,,,,10,,,,,,,,,,,,,23,,,,,,,,,,,34,35,1,,,,,,,,,,11,
2020065,2020-07-20(一),,,,,,,,,,,,,13,,15,,,,,,,,,,,26,,,,,,32,33,,,,,,,5,,7,,,,,
2020066,2020-07-22(三),,,,,,6,,,,,,,,14,,,,,,,21,,,,,,,,,,,,,34,35,,,3,,,,,,,10,,
2020067,2020-07-25(六),1,,,,,,,8,,,,,,14,,16,,,,,,,,,,,,28,,,,,,,,,,,4,,,,,,10,,
2020068,2020-07-27(一),,,,,,,,,,,,,,,15,,,,,20,,,23,,,26,,,,,,,33,,,,2,,,,,,8,,,,
2020069,2020-07-29(三),,,,,5,,7,,,,,,,,,,,,,,,,,,,26,,,,30,31,,,,,,,,,,,7,,,10,,
2020070,2020-08-01(六),1,,,,,,,,,,,,,,,,,,,,,22,,,,,,,,30,31,32,,,,,,,4,,,,,,,,12
2020071,2020-08-03(一),1,,,,,,,,,,,12,,,,16,,,,,,,,,,,,28,,,,,33,,,,,3,,,,,,,,,12
2020072,2020-08-05(三),,,,,,,,,,,11,,,,15,,,18,,20,,,,,,,27,,,,,,,,,,,,,5,6,,,,,,
2020073,2020-08-08(六),,,,4,,,,,,10,,12,,,,,,,,,,,23,,,,27,,,,,,,,,,,,,,,,8,9,,,
2020074,2020-08-10(一),,,3,,,,,,9,10,,12,,,,,,,,,21,,,,,,,,,,,,,,,,,,4,,,,,,,11,
2020075,2020-08-12(三),,2,,,,,,,9,10,,,,,,,,,,,21,,,,,,,,,,,,,,35,1,,,,,,7,,,,,
2020076,2020-08-15(六),1,,,,,,,8,,,,,,,,,,18,,,,,,,,,,28,,30,,,,,,,,,,,,,,,10,,12
2020077,2020-08-17(一),,,,,,,,,,,,,,,,,17,,,,,,23,,,,,28,29,,,32,,,,1,,3,,,,,,,,,
2020078,2020-08-19(三),,,,,,,,,,,,,,14,,,,18,,20,,,,,,,,28,,,,,,34,,,,,,,,,,,10,11,
2020079,2020-08-22(六),,,,4,,,,,,,,,,,,16,,,,,,,,24,,,,,29,,,,,,35,,2,,,,,,,,,,12
2020080,2020-08-24(一),,,3,,,6,,,,,,,,,,,,,,,,22,,24,25,,,,,,,,,,,,,,,,,,,9,10,,
2020081,2020-08-26(三),1,,,,,,,,,,,,13,,15,,,,,,,,,,,,,,,,,32,,,35,,,,,,,,8,,10,,
2020082,2020-08-29(六),,2,,,,,,,,,11,12,,,,,,,,,21,,,,,,,,,,,,,34,,,,,4,,,,8,,,,
2020083,2020-08-31(一),1,2,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,32,,34,,,,,4,,,,,9,,,
2020084,2020-09-02(三),,2,,,,,,,,10,,,,,,,,,,20,,,,24,,,,,,,31,,,,,,,,,,6,,,,,,12
2020085,2020-09-05(六),,,3,4,,,,,,,11,,,,15,,,,,,,,,,,,,28,,,,,,,,,2,3,,,,,,,,,
